Time,Value
103,723.7289431946853
104,693.954645207463
105,485.55385444714267
106,209.80625570632594
107,408.3201404615392
108,766.4302800049944
109,513.6845962798518
110,556.3816516253104
111,711.2698022217543
112,752.8166248012496
113,705.8601502430513
114,456.0251625231106
115,337.39454404650246
116,845.5116482838419
117,523.6229782534596
118,431.9923672650322
119,405.07927257286775
120,27.555735687367154
121,942.1434318414631
122,346.37006728522744
123,37.89382047541771
124,741.9761405094611
125,841.3736060302052
126,638.0457213627385
127,554.9154543171225
128,405.44234020678385
129,15.190692866343955
130,950.6103321820236
131,6.369365411433873
132,24.145771450228324
133,927.11626333895
134,536.2408240474454
135,96.44170741582896
136,848.9778124681935
137,300.9556206443037
138,173.08256374064803
139,175.54054776189014
140,278.7272602310292
141,524.3483000079467
142,493.93637262739605
143,780.0154433345726
144,551.558394881011
145,202.44102241566895
146,456.4941026031066
147,631.6568064395585
148,337.0249520090042
149,495.6754092450708
150,653.1551761724048
151,588.4387669924763
152,747.9937785325192
153,442.8201927023262
154,459.1630870614382
155,397.07526056245723
156,945.937348858063
157,401.32084909285385
158,762.2636987409452
159,954.9158499888291
160,681.6542703748885
161,279.49019946155437
162,510.3509272796452
163,478.37715148041883
164,551.5423194783435
165,755.7597834632403
166,895.0756331263711
167,881.8801161430257
168,492.90743523631716
169,821.2181632487851
170,176.0145580874622
171,925.3563910190993
172,268.63357958797974
173,937.4708339997624
174,578.5986187981456
175,302.6283955192964
176,963.4032233194293
177,68.4339487058443
178,696.9524044563509
179,243.87163916933886
180,294.2713987840828
181,503.3516397393268
182,280.74655549391287
183,874.480609939959
184,654.6580130362734
185,359.60900567523424
186,398.1006143034969
187,47.64018595472991
188,792.5235187048686
189,795.5538687521092
190,980.3755939656716
191,931.1039677575955
192,10.993162112271662
193,225.00868467896237
194,39.785415604008385
195,419.6881445241773
196,84.97805790039072
197,276.67590926707487
198,156.69091767098996
199,876.2180590690151
200,653.3682078131677
201,480.20396220893747
202,31.195466432853216
203,678.1364103589789
204,726.6556554739117
205,884.4348529641375
206,487.75863517892674
207,154.7820530966011
208,769.7378626438593
209,47.28491903178097
210,641.9242748494221
211,35.71073642320921
212,260.5993144913552
213,717.4111228056447
214,602.9437368237666
215,922.4380523297941
216,134.81565073239742
217,125.97539522729596
218,75.18753418676962
219,265.2960894724031
220,411.33080197650753
221,914.6582599954511
222,523.6602387450557
223,833.2738313098779
224,185.87711050760836
225,692.3141528922163
226,843.0161224038675
227,145.73649431887773
228,243.02681815280735
229,471.88048612986546
230,837.4861829655333
231,815.6840350761809
232,947.1224371520212
233,703.0157590892318
234,343.47540813096464
235,679.4624833657206
236,326.39600273397474
237,391.3143636328161
238,771.9590762958736
239,129.60348115384744
240,421.8271619609068
241,931.8049485216463
242,79.11388628574625
243,28.13123768596616
244,882.4840828716021
245,976.1209547627016
246,975.3416807467589
247,796.888756156587
248,112.93876998146254
249,837.3570944210381
250,635.3083904808699
251,908.5278677690833
252,715.0073066553097
253,829.377629775007
254,787.6921007728924
255,641.7147586781145
256,361.12356068503766
257,358.20717180553424
258,925.9903737714242
259,837.1861100218623
260,27.844485925103587
261,454.039820960294
262,940.5535966446695
263,326.0276180682639
264,956.4631598376835
265,106.25374062212316
266,793.4434380093005
267,49.0558113789569
268,528.1732838089506
269,70.72713767938353
270,551.6995948441244
271,810.6114852836017
272,827.2385221622485
273,165.53994133259192
274,464.35653266793304
275,970.3885356956662
276,762.3079162207141
277,411.4153739386781
278,771.2339126731312
279,21.073889799534125
280,97.04874216078197
281,773.2948935066687
282,735.0252876249789
283,408.3500965720736
284,687.9651350401915
285,590.1199281439324
286,809.5842876232902
287,470.6949342745996
288,951.0045542148367
289,655.0017351720205
290,353.9721551171894
291,338.9132702047376
292,373.16873392556033
293,600.3874164075343
294,151.5079504717967
295,819.0929338099082
296,451.7784222172882
297,623.5644120810011
298,162.8504259051421
299,492.14771178760304
300,883.688702664996
301,64.07591472890996
302,354.31719120682044
303,339.53165979121763
304,177.9807472343557
305,953.1720641580881
306,722.5525313705117
307,1.0
308,915.0950795545322
309,379.29634822008364
310,286.86788614915565
311,117.16183731383786
312,687.7995488750128
313,590.6183969647284
314,78.90628750951818
315,567.2115609239703
316,772.8692043052507
317,364.24806035677625
318,946.0332883238722
319,801.1505109070844
320,146.60512263214335
321,227.49269096301228
322,133.92039578438357
323,589.997750137805
324,919.0350425722506
325,256.4560621596267
326,29.119575514140035
327,528.0031421404735
328,536.9056402153647
329,575.5092089390567
330,181.34410559031483
331,616.1086541877609
332,298.8979823372418
333,732.0756784230058
334,605.39156984996
335,603.8352711282854
336,810.7229304265408
337,39.663249271630974
338,894.824584286327
339,585.020827444247
340,718.8826963234937
341,417.5914629884438
342,523.3681525040638
343,836.0459194846314
344,955.089686334511
345,579.832773854776
346,809.7319517251484
347,411.56433405506425
348,447.8885481864289
349,527.3701238181463
350,389.4759035329217
351,620.0425107151228
352,466.600275427355
353,135.34330770233467
354,261.0175262570216
355,43.87996786258956
356,744.0614048101041
357,552.8269914423803
358,333.3417885553491
359,494.4937333865251
360,561.4490199625358
361,103.72215463409475
362,872.6946099777872
363,83.67633909104335
364,685.0731890698571
365,359.313041315438
366,107.34111883721701
367,413.7787722852513
368,121.72593126999571
369,135.52841157810454
370,688.6185421290626
371,44.76738214485005
372,688.7299620040856
373,10.809307620255604
374,791.9090143825123
375,807.9595302624275
376,253.34606634340648
377,422.22511058664435
378,477.9734390610743
379,954.4963814880997
380,157.72744057412936
381,872.769783241216
382,600.8287725212657
383,647.0273699964762
384,454.8877882302235
385,488.5544650392287
386,812.6674861340282
387,495.4864475284067
388,801.8743981267526
389,772.6575050769984
390,179.70176146084617
391,495.35642002504375
392,772.5795213895548
393,387.8148291743374
394,519.746300292973
395,270.9750884495004
396,751.4713930147025
397,495.45422047050846
398,295.1140020827466
399,65.30171505480244
400,533.9729602968283
401,700.8476235176513
402,388.8626405437546
403,996.1836105675286
404,716.24951003794
405,952.7599039089619
406,724.0522951592687
407,390.0156641722907
408,342.3877370173792
409,815.8515944260264
410,356.08655124091257
411,586.3079593627413
412,143.5281462818646
413,896.6696540619716
414,283.1295921110964
415,892.961922483362
416,152.13994500340198
417,179.28980755799122
418,794.2763603494758
419,594.2995081785197
420,831.9645279736625
421,572.9349332269712
422,24.320873057426557
423,608.6585070835274
424,774.8843919642063
425,320.41277284532725
426,257.53100803367084
427,718.6754618191779
428,441.19478931135677
429,826.8139205821668
430,853.9283325194316
431,967.090069183885
432,34.88271722527177
433,626.5042147808779
434,208.42888345818028
435,222.51893094052537
436,965.0882721954972
437,870.4760329054884
438,721.74378795892
439,181.1091963793861
440,445.832296186175
441,572.0119278547784
442,333.2672509054959
443,176.84677975310376
444,486.70865362725596
445,65.35971776848314
446,534.9282757140578
447,267.53558499855075
448,553.8803926029182
449,118.27029297181083
450,270.56957009847787
451,536.6190311368505
452,853.6091265130069
453,509.7551665059372
454,428.1070322637917
455,73.46987816807005
456,458.8841342223648
457,921.2962876801278
458,843.9270811452973
459,845.9839732280672
460,836.7966657389877
461,69.26963079073803
462,655.355960297743
463,219.44982840810567
464,269.01091090564705
465,618.0274304947777
466,8.430833321042462
467,122.85556355097411
468,445.57918351281825
469,138.95194699798472
470,977.9429751369462
471,948.978858182651
472,78.9233833373524
473,270.94610571543944
474,72.13066333222503
475,126.41130776464335
476,584.0230904849676
477,165.43749432051132
478,769.6179296143733
479,32.42513985806762
480,72.65397690595249
481,475.3006954663979
482,714.0437368799577
483,754.2938211951789
484,565.6895798689387
485,904.8649480338478
486,443.1560390412181
487,943.5892286879829
488,535.812276238638
489,462.41594148398286
490,879.9054399817554
491,599.1988402502146
492,214.8814024150725
493,912.1973936894412
494,637.8329019613598
495,813.8925741777718
496,644.0701267233721
497,245.27594019962027
498,302.3051533853675
499,408.1287440195797
500,995.4356955086677
501,25.618312290661308
502,784.1074015997605
503,443.03662548025
504,450.5967743758892
505,853.0178836264399
506,863.5381930296282
507,884.8391646635009
508,320.74608865333545
509,24.087904089633504
510,607.685946388489
511,445.32858601951324
512,841.6904412944666
513,35.38264443845347
514,168.66534545635557
515,317.8703016649277
516,849.9770183302874
517,346.63983473457523
518,561.7716776392746
519,187.03384769352346
520,913.3734713132521
521,389.6900312824464
522,523.6157898351955
523,544.3084855439545
524,41.080218383364254
525,412.0814615321188
526,285.6464276045687
527,960.9353841390714
528,620.4765431376062
529,228.41824277568176
530,411.2093324278384
531,1.130056418418203
532,732.3065062155766
533,275.24878259804575
534,891.0332457763895
535,491.50583801538454
536,798.3679797204418
537,443.3425631778558
538,730.5675505523391
539,632.0557039838018
540,796.0698284950907
541,276.441558130343
542,319.1647976228961
543,820.2327862760624
544,924.3700141050999
545,81.59971517389496
546,574.7717922515976
547,393.29880532438904
548,57.09792080137615
549,782.3644301636231
550,502.47887853188575
551,890.7859416019179
552,90.56173251570746
553,967.1786277877613
554,282.37624832257563
555,593.6500360580541
556,94.6998143836113
557,704.6405472894603
558,856.6535539124174
559,650.9390839958148
560,368.3796634963063
561,494.30438515439124
562,396.316627936834
563,315.7909181611133
564,96.89790417663914
565,513.6355528288736
566,586.8188953160912
567,289.8149979895727
568,965.1208820662299
569,898.3183145016989
570,399.6930660138091
571,417.05170401567733
572,883.7548904413269
573,451.68154633289123
574,888.0351407809959
575,921.9064666225078
576,522.4131115179396
577,820.8632260191391
578,812.2888018303483
579,483.42972396151094
580,390.2507453436354
581,786.7279761436832
582,81.70403085573224
583,632.3036646479462
584,180.70604847690583
585,533.9350054215083
586,8.438735028867612
587,327.1157148674595
588,371.4802246636748
589,425.3866175590429
590,407.20609682823317
591,487.18516937352604
592,760.4148403650327
593,45.274197015441594
594,640.1172431886473
595,956.4421425788017
596,84.6418197112508
597,297.61941797604857
598,653.1666883638178
599,889.3640094256344
600,683.9088242173834
601,344.81494703467047
602,72.98284760840927
603,374.3792098613395
604,660.1966324760981
605,269.3727011343435
606,551.8899004111194
607,28.641051752486817
608,802.8675136860195
609,187.50795988607044
610,105.10583830405602
611,456.8781650905127
612,423.3817888907974
613,536.4781436312385
614,12.482158620342785
615,443.5487105914997
616,82.60574238295007
617,57.6529063559485
618,377.83930303617564
619,731.8448365615898
620,753.5565241529706
621,350.00756736759195
622,402.6119092832146
623,648.2447399800637
624,547.9347765983518
625,771.345370839591
626,311.76588358269646
627,656.6639694397876
628,604.1172718674214
629,140.87266740577414
630,654.3078383419418
631,301.48591392552976
632,1.0201260266068262
633,245.66710043440915
634,991.4645650273206
635,146.75348337294972
636,690.7231908558581
637,339.5448538945405
638,206.8664354925374
639,517.2565121148488
640,277.24561126597166
641,521.6507301786304
642,664.3075483738271
643,761.8620139687451
644,51.331333431281855
645,724.4438920384641
646,292.8345262692406
647,524.8650646017903
648,311.7502269529064
649,622.8346745073455
650,390.63771544200023
651,928.7226412894256
652,745.2510449219084
653,784.1794768463484
654,815.897445556781
655,820.4960469257371
656,939.0578916394302
657,843.2466825853263
658,693.7261782522224
659,970.7017481171099
660,714.396261695335
661,301.0325809609884
662,795.0667571485187
663,713.1001643567279
664,292.75755864911736
665,844.7803273568476
666,267.79712420376694
667,235.5399229974637
668,268.80784670338494
669,821.287180089764
670,140.99584402584065
671,80.79790915775627
672,226.12044578964293
673,732.4648353177591
674,103.14018941855097
675,450.0669885568618
676,259.6189739494171
677,560.245701782944
678,398.9741780126279
679,664.2850692653268
680,394.2612798801865
681,290.28764805943973
682,669.45680820882
683,431.9122106772223
684,573.66465793282
685,346.0697923072478
686,498.4338882483528
687,807.3073300356718
688,92.16572150766362
689,840.0773237556232
690,744.5715997621234
691,573.706578845157
692,844.7497641625001
693,458.8029518783669
694,200.69711529702462
695,965.1716109296443
696,776.0406998083439
697,658.3706002202293
698,594.9969303896609
699,406.2457308343102
700,9.045617592804016
701,228.8726785931778
702,122.2349374255882
703,595.4967244842411
704,830.0999031010882
705,247.93854416747652
706,718.326068289212
707,236.08376139247324
708,753.5442126476371
709,633.2963004535196
710,368.7937624131347
711,16.763093449912194
712,618.0237523091868
713,358.59653505597277
714,746.828978675489
715,476.7987499434208
716,958.4693870894075
717,392.1776499301084
718,831.7963790755592
719,691.0338530614197
720,497.5470354845193
721,464.51427510429767
722,278.486693477698
723,525.1567550287702
724,493.6381917897599
725,180.7365675315551
726,258.34011639492877
727,803.046145678917
728,783.2336279063732
729,971.5529859986833
730,253.49441115059443
731,103.71622360679503
732,680.242316118895
733,819.6691492996633
734,782.9765489576217
735,606.4032755066039
736,105.23600514855998
737,1000.0
738,297.29561385932755
739,694.0457920124032
740,299.49461911596444
741,630.839410746572
742,209.941057235551
743,986.734624496411
744,425.8418678062094
745,983.5406172182896
746,862.3044017682784
747,769.4544655805975
748,610.398722353491
749,744.1407187278915
750,263.2488442742615
751,69.12649776914978
752,373.1953023425096
753,108.17710626648662
754,622.0374547968827
755,62.97222570033262
756,781.5818012879488
757,942.0224169677971
758,578.2136094485373
759,244.14223728247532
760,418.6305669159716
761,121.28005216474627
762,119.37851723085761
763,632.0745741310219
764,77.31698306874866
765,972.878721755526
766,449.21095729243353
767,494.9206020222584
768,363.62212439163716
769,39.09549641189572
770,296.2748990542722
771,731.7206467288157
772,791.6277912869233
773,555.9573708794493
774,24.723004705421765
775,218.27105878037312
776,896.4403234686473
777,863.1311253087796
778,236.152554436155
779,386.9550328607709
780,819.1365107308834
781,287.11942041810084
782,982.1153966960997
783,100.57884382816029
784,939.3790010810646
785,252.14372261501404
786,688.0771499428013
787,938.1870125513452
788,588.9795783509362
789,989.0960585212349
790,673.3594016623993
791,718.7308103524441
792,195.0628019719399
793,347.9147651437475
794,773.3157743442412
795,479.0652695745577
796,37.73882552520531
797,337.9854426503905
798,636.7379076417579
799,230.83614978018466
800,515.9735574798237
801,829.3026937130231
802,421.41964588162386
803,733.3719669391157
804,932.3598674900672
805,841.2282489963812
806,404.6499169587578
807,442.76033911717514
808,100.81074757697401
809,134.35636347789568
810,311.21440737795274
811,706.6942757945533
812,267.50492571568947
813,126.61387945304827
814,790.6253197281271
815,289.45777318279374
816,403.596316325871
817,669.5116225277744
818,345.9571329816402
819,500.8200702011386
820,427.4474910321342
821,398.11756005783246
822,561.2762119588252
823,244.0995511827441
824,637.7099386240517
825,480.7184710853618
826,902.3560029975847
827,22.75924286126713
828,953.8386808269385
829,753.9852890905086
830,119.22063271330484
831,733.146475606344
832,964.2814697260932
833,955.7017333953797
834,478.96448748111453
835,153.10943739355184
836,177.63548589395043
837,594.9376808878536
838,695.8220652967482
839,108.44992991266498
840,168.90201216720058
841,641.3547236234315
842,464.49445586751796
843,474.04148758677206
844,410.145538730494
845,315.9076657072375
846,771.1067180647806
847,833.4093314223826
848,593.9006397898905
849,37.70231276614439
850,121.87648947811456
851,306.77205997147155
852,153.46042223447128
853,453.7340348388245
854,263.91594926199616
855,311.02415658807314
856,90.99306179912324
857,94.50840665628522
858,849.6341575077096
859,123.5621724549457
860,584.8747823488015
861,593.6388672372605
862,598.6752423395488
863,269.96758956658454
864,145.7065729454741
865,851.0385441792093
866,944.000996992387
867,264.53890031362346
868,157.61928246054617
869,168.7886502799549
870,199.8707725410143
871,33.98950910387096
872,211.12469099783416
873,406.87562059982537
874,835.2319779824825
875,590.982442627362
876,983.9956130239646
877,756.0399147819851
878,157.50041723679874
879,723.262578262859
880,865.347782890012
881,205.29705821058894
882,870.9277041192473
883,854.217584245834
884,639.0598660212937
885,65.72050507875674
886,864.1650807396152
887,406.3644259901481
888,319.1036438995084
889,689.1010383430504
890,68.13632524010177
891,434.43597665739134
892,81.555680883099
893,372.61188001725066
894,686.5786510847918
895,341.953154136585
896,394.3675800520163
897,656.4113760661887
898,252.5619446649957
899,371.4644846717007
900,691.9419184154998
901,801.8477999757537
902,172.77925794627785
903,824.9519346499891
904,232.8441183873661
905,896.652719208674
906,22.539138700672094
907,571.8771963486263
908,30.934900628250134
909,354.83667262882926
910,525.4873792684203
911,123.67335766642759
912,422.7476509901549
913,200.43719741336167
914,145.3992310985002
915,92.31562596133023
916,444.5175027985357
917,206.83330487249825
918,863.5258128115548
919,562.0682549812001
920,520.1567195055636
921,676.9179107597278
922,303.0303612811028
923,533.1877038436528
924,342.52701180581727
925,781.1682110271099
926,274.09882301640664
927,484.27205119953675
928,608.1957389011131
929,754.8068281857262
930,523.5201806453857
931,75.12253992190287
932,932.3549080572525
933,152.31363775674666
934,486.1504284496465
935,420.1550506853923
936,265.81327285163906
937,831.9882756054493
938,772.7689860968037
939,786.0173822830776
940,109.5535338914805
941,1000.0
942,998.8672094570868
943,50.99955153879745
944,975.5550468266391
945,713.1006315390895
946,438.8546541237449
947,52.299364263809686
948,282.79277050605054
949,542.2252258359126
950,507.4330193761717
951,607.4137389447262
952,488.61498105487806
953,678.1910188577709
954,496.8741493763594
955,57.99704880694903
956,570.8560375103668
957,693.0663820122102
958,357.65714361134053
959,937.1505999245775
960,547.0528680665569
961,993.0560587926904
962,521.7279907792287
963,859.4059744967092
964,579.9010131920505
965,31.406238085857428
966,442.94566765663967
967,88.07145467351135
968,815.7135077941685
969,960.294572036387
970,518.8376728331535
971,30.7476057070369
972,851.8288194231691
973,365.72537520633256
974,121.349448765793
975,52.81269904381992
976,991.6057943053619
977,364.709674964008
978,371.5571623294004
979,829.144549498906
980,145.4792510560135
981,620.7194833344661
982,398.9793845886875
983,350.51446664205093
984,723.7431591473104
985,519.7855222630187
986,940.3456440113805
987,405.2528107663016
988,742.3566846953065
989,154.14644203550787
990,997.0111736100152
991,738.77022450685
992,762.1491533445436
993,293.065958502809
994,581.1054799906906
995,257.6160302000138
996,889.1572345995394
997,69.0939997372873
998,756.3554489677987
999,907.6879862358592
1000,592.2519635414113
1001,995.2885427185621
1002,995.8825728284739
1003,453.6581547088683
1004,584.6799119556823
1005,722.9654769183222
1006,373.71156120039234
1007,608.5526049352327
1008,327.6524060042089
1009,461.75430593058087
1010,657.8238459140538
1011,475.55459966129513
1012,502.03201926901045
1013,384.86010420925084
1014,203.86942467535928
1015,236.208353818272
1016,524.1809362254552
1017,99.34720035184182
1018,411.2333431323328
1019,351.69320215416286
1020,286.3178466648408
1021,954.8525881771831
1022,993.4536196510812
1023,765.3446056642298
1024,468.51527234815154
1025,971.0575340852298
1026,397.12916588869734
1027,160.1983754558464
1028,966.503241744973
1029,627.6978926671674
1030,707.8803265102263
1031,90.46514785042108
1032,393.19159360022036
1033,102.76813800772807
1034,506.02546046234073
1035,272.33201902306627
1036,177.26198805570453
1037,547.0801215961059
1038,599.2950366372442
1039,699.5268454895119
1040,610.6933375607387
1041,577.3082647848146
1042,636.2034660916593
1043,395.11785622665326
1044,244.61983017920417
1045,151.38003772038059
1046,672.5090977616758
1047,896.0048450720295
1048,638.3982317164489
1049,807.5569206729834
1050,922.6886509551551
1051,636.3070996433512
1052,903.3482425027861
1053,467.72903782156135
1054,118.58222687879712
1055,336.85685707272546
1056,577.484174092371
1057,512.8672807947236
1058,971.2166579784567
1059,327.81679597540597
1060,740.8821090800466
1061,614.7872161738374
1062,109.47483495402362
1063,146.56393285784986
1064,258.0872164836297
1065,220.8868359850027
1066,810.0209699766795
1067,911.5550175390234
1068,648.0866263891959
1069,907.2888098266018
1070,175.24932168444516
1071,417.8886459812112
1072,778.0723029530022
1073,965.7933268259612
1074,774.8735007722775
1075,757.0118683070973
1076,723.8488536243686
1077,105.75606397118845
1078,698.4365752649235
1079,646.9601582835038
1080,377.15566769057546
1081,535.8889781862754
1082,531.4755071844154
1083,968.7798443471937
1084,773.7478823326461
1085,580.457660752738
1086,506.49219994556984
1087,537.0039212078783
1088,413.381788025991
1089,216.64640867099035
1090,603.8309910967383
1091,424.01711834759016
1092,59.081473759157355
1093,315.78832253590394
1094,991.4526081062296
1095,642.80723672243
1096,396.27851384872235
1097,5.336139512844101
1098,524.6090949756465
1099,420.0486104757532
1100,526.4413317884755
1101,101.08224337345995
1102,615.9300942707158
1103,488.2806517948926
1104,493.24669648515237
1105,330.5028194096234
1106,6.957393958504216
1107,615.0175720400124
1108,204.04947091512787
1109,309.0534666337247
1110,548.8087624428756
1111,176.11206346315132
1112,230.0552729440675
1113,92.96430580283312
1114,157.5682727023146
1115,245.73500765530005
1116,748.6002638860615
1117,441.2198825608221
1118,603.1609023807672
1119,58.28770529907108
1120,129.07100354583585
1121,420.0238448925668
1122,934.9908402706568
1123,412.79565687801505
1124,775.3233881885753
1125,119.06639537135055
1126,414.3519452053637
1127,390.3194105795175
1128,119.1704880795539
1129,734.087152610079
1130,685.2019449927922
1131,47.01016774139813
1132,424.8622905261482
1133,179.53732588248866
1134,707.3533533409321
1135,10.437284815634044
1136,384.72041785952143
1137,891.5566780901738
1138,14.734632007852518
1139,973.6753519074604
1140,495.6093755040842
1141,208.4971707788609
1142,893.9333049428328
1143,189.98878861020125
1144,200.06389253422242
1145,160.24580045684166
1146,470.5015112777352
1147,615.7839984270652
1148,917.1046470112904
1149,8.582076663800175
1150,876.7147332058233
1151,952.7222770113327
1152,488.77316348243306
1153,902.8121401057753
1154,754.2203965662923
1155,843.8999653794651
1156,574.1827456794819
1157,38.82276072315691
1158,699.8085453521402
1159,85.81010721039713
1160,791.0017364493117
1161,128.50923535884402
1162,47.20733419086652
1163,464.9564875342574
1164,88.7377857710972
1165,351.2474087350152
1166,173.97127715520566
1167,91.92440352012646
1168,80.0243253532371
1169,561.8312278889534
1170,607.5790110729085
1171,30.922637463239422
1172,492.67542603823745
1173,967.9260401935835
1174,527.9078302385844
1175,621.9187742957919
1176,148.9186009439752
1177,161.68736466978137
1178,425.34682664833707
1179,377.8424990790433
1180,86.61655246582859
1181,582.5864889054342
1182,751.9587829299736
1183,773.5648812337855
1184,692.0845991169793
1185,364.4151109245504
1186,853.7623954940095
1187,92.75499371869569
1188,358.9840798646074
1189,449.9709004950643
1190,874.5584526519146
1191,125.33557349618323
1192,185.4405441482286
1193,153.5566640310301
1194,760.3291782126497
1195,962.9857717803467
1196,863.5631808079424
1197,796.3519699576337
1198,180.01432249142098
1199,423.3364906001727
1200,464.5836541298576
1201,204.8633626904033
1202,516.4873266498181
1203,592.9610061826432
1204,156.0463430031112
1205,559.6943816796743
1206,220.0485150524218
1207,149.90029683518156
1208,584.3549480317668
1209,179.08194913800602
1210,377.9200263361891
1211,301.85920930071643
1212,931.4889486797418
1213,255.65577215511138
1214,334.29566292588464
1215,352.3970720098306
1216,42.52858246900814
1217,112.96757571854715
1218,132.3272007522406
1219,711.8529806414638
1220,811.4997216448897
1221,916.1063479339633
1222,375.0030921589446
1223,466.72744203989646
1224,352.0988207907417
1225,697.2810723271324
1226,767.0082520346252
1227,858.841352586368
1228,317.50697662354986
1229,135.7369555222335
1230,690.0299694180693
1231,884.5855244166158
1232,268.4242224393702
1233,643.5069876037315
1234,588.2413653013393
1235,336.0799631929816
1236,834.0997790665979
1237,306.91876430064366
1238,128.30676619066944
1239,987.1773361395379
1240,61.59982071691399
1241,501.3450445344423
1242,577.4204502148389
1243,285.3854258295377
1244,675.5516713391719
1245,512.4332858855236
1246,197.45710166771775
1247,195.252052464817
1248,60.53142944390111
1249,545.6862029195944
1250,595.6230211910035
1251,182.78331674270225
1252,735.0943074151352
1253,679.6857344488997
1254,296.6211377707412
1255,6.445436073772742
1256,933.8732727124833
1257,179.45034424293758
1258,534.7729906524476
1259,412.88572949273083
1260,23.561735131157068
1261,245.33002949628886
1262,812.27157875243
1263,474.9951137281364
1264,946.0382719128088
1265,748.5313641573119
1266,706.70691071214
1267,465.4062171802206
1268,874.1350941121843
1269,143.60794347539579
1270,720.6549982877942
1271,686.7021756680857
1272,923.4018918901595
1273,718.3567941119755
1274,410.643163647456
1275,274.7814460461178
1276,182.87651889424035
1277,402.5169321854992
1278,542.396121437985
1279,564.2285120606902
1280,572.5470180495965
1281,747.9504768865876
1282,393.00941527013293
1283,632.8011914620654
1284,813.4381790884999
1285,464.3279532000669
1286,532.0483983180469
1287,978.0286138728229
1288,497.9297314562683
1289,591.2912500488827
1290,323.90127208664194
1291,695.9018212632711
1292,477.59139448199477
1293,899.2705612807626
1294,851.0272181891892
1295,313.1875585100925
1296,553.9752743655807
1297,10.812303526942477
1298,630.6772303357936
1299,461.14223954817925
1300,954.3937024659022
1301,642.2372433215601
1302,16.998342202863526
1303,203.76471656301308
1304,670.0412972631729
1305,52.30493682755063
1306,457.39149761441433
1307,755.6582138019983
1308,561.2346172699993
1309,36.343009818124145
1310,724.6644128630217
1311,602.0553135721642
1312,323.2190124604959
1313,910.842233364287
1314,357.0484295581741
1315,805.8654503610489
1316,445.7566094895587
1317,73.12181372073374
1318,25.766456622517683
1319,248.59498154149165
1320,65.67045805530063
1321,994.0876272023456
1322,870.486714638071
1323,517.7192688557433
1324,619.5476934632974
1325,546.9554235015543
1326,11.472986822665826
1327,180.50614654249804
1328,571.7585812759768
1329,394.75836151668335
1330,310.70690465026814
1331,353.8544217809664
1332,110.82362214456492
1333,829.9641756613529
1334,578.7488019235169
1335,45.53259448652191
1336,211.6320744744729
1337,315.70172495009405
1338,40.64005293565591
1339,855.7717957055789
1340,224.92698485518156
1341,874.3294432744381
1342,84.38645908811088
1343,802.3051747987312
1344,171.09448865927786
1345,256.53744824875423
1346,193.2863686203419
1347,869.3544381277729
1348,793.208333902837
1349,635.7644482138803
1350,227.5121461025969
1351,805.0729675057715
1352,627.6569431999784
1353,327.2030824957009
1354,575.4932000800677
1355,570.1849527617734
1356,356.17853092635227
1357,826.7462099271943
1358,426.80692122451654
1359,11.660450028300787
1360,235.13529229867135
1361,29.262203820723858
1362,538.8110292861438
1363,160.15063023904133
1364,349.402595375915
1365,786.6625874363668
1366,274.4527045599018
1367,634.2605734578382
1368,417.0349356914279
1369,236.36119476851567
1370,736.3842561695462
